Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Upsell_Probability,Upsell_Prediction,Confidence_Level,Recommended_Product,Expected_Monthly_Revenue,Priority,Customer_Segment
343-2077,24,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1,False,0.35789842565784513,1,Low,Standard Upgrade Package,23.53,LOW,Regular Prospects (Standard Campaign)
336-5661,74,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,False,0.35716119415934067,1,Low,Standard Upgrade Package,20.7,LOW,Regular Prospects (Standard Campaign)
355-4143,77,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,False,0.3546001439236036,1,Low,Standard Upgrade Package,15.01,LOW,Regular Prospects (Standard Campaign)
366-5918,74,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,False,0.3592024545079032,1,Low,Standard Upgrade Package,25.49,LOW,Regular Prospects (Standard Campaign)
368-7555,74,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1,True,0.7541606829805709,1,High,Emergency Retention Package,59.64,HIGH,At-Risk VIPs (Save Immediately)
408-2119,200,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,False,0.35589723990090577,1,Low,Standard Upgrade Package,15.86,LOW,Regular Prospects (Standard Campaign)
329-2789,86,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,False,0.6081426738696002,1,High,Premium Support + Service Upgrade,53.73,HIGH,Problem Solvers (Fix Issues First)
334-1508,91,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
337-1506,76,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,False,0.35763277554907325,1,Low,Standard Upgrade Package,22.02,LOW,Regular Prospects (Standard Campaign)
396-8400,130,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,False,0.35684207139071616,1,Low,Standard Upgrade Package,18.99,LOW,Regular Prospects (Standard Campaign)
349-2654,56,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,False,0.355380331294103,1,Low,Standard Upgrade Package,17.02,LOW,Regular Prospects (Standard Campaign)
417-2716,117,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
402-1725,63,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,False,0.3579692769946163,1,Low,Standard Upgrade Package,22.72,LOW,Regular Prospects (Standard Campaign)
403-3229,126,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
353-6056,132,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1,False,0.35907362561660205,1,Low,Standard Upgrade Package,24.0,LOW,Regular Prospects (Standard Campaign)
399-9802,81,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,True,0.7546002984583191,1,High,Emergency Retention Package,64.02,HIGH,At-Risk VIPs (Save Immediately)
366-7069,122,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2,False,0.3573641214115624,1,Low,Standard Upgrade Package,20.46,LOW,Regular Prospects (Standard Campaign)
332-5949,46,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,True,0.7569712575777469,1,High,Emergency Retention Package,91.0,HIGH,At-Risk VIPs (Save Immediately)
393-6376,150,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,False,0.3575167157075246,1,Low,Standard Upgrade Package,20.32,LOW,Regular Prospects (Standard Campaign)
354-7025,99,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,False,0.35679730606953003,1,Low,Standard Upgrade Package,19.54,LOW,Regular Prospects (Standard Campaign)
351-6585,87,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,False,0.3592947112783925,1,Low,Standard Upgrade Package,25.54,LOW,Regular Prospects (Standard Campaign)
330-5462,108,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,False,0.35581061625840976,1,Low,Standard Upgrade Package,17.21,LOW,Regular Prospects (Standard Campaign)
407-2292,101,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,False,0.6062063785325625,1,High,Premium Support + Service Upgrade,42.72,HIGH,Problem Solvers (Fix Issues First)
340-3011,53,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,False,0.6058031370106661,1,High,Premium Support + Service Upgrade,42.75,HIGH,Problem Solvers (Fix Issues First)
345-9153,132,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,False,0.3577533154391873,1,Low,Standard Upgrade Package,21.11,LOW,Regular Prospects (Standard Campaign)
379-5503,158,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,False,0.35792584071304184,1,Low,Standard Upgrade Package,20.97,LOW,Regular Prospects (Standard Campaign)
389-6790,114,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
408-3610,77,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,False,0.35795792832342044,1,Low,Standard Upgrade Package,22.64,LOW,Regular Prospects (Standard Campaign)
375-8238,144,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
378-5633,91,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3,False,0.6073787913868188,1,High,Premium Support + Service Upgrade,49.71,HIGH,Problem Solvers (Fix Issues First)
389-9120,58,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,False,0.35568855594279813,1,Low,Standard Upgrade Package,18.0,LOW,Regular Prospects (Standard Campaign)
380-2758,5,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3,False,0.1,0,Low,Basic Service Review,0.64,MINIMAL,Low Priority (Minimal Contact)
402-2728,97,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
354-9062,107,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,False,0.6066101252513338,1,High,Premium Support + Service Upgrade,44.84,HIGH,Problem Solvers (Fix Issues First)
417-2054,142,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,False,0.3573829902580036,1,Low,Standard Upgrade Package,20.02,LOW,Regular Prospects (Standard Campaign)
353-1941,9,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1,False,0.357360223055251,1,Low,Standard Upgrade Package,22.56,LOW,Regular Prospects (Standard Campaign)
328-1522,73,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,False,0.3574283079672976,1,Low,Standard Upgrade Package,21.61,LOW,Regular Prospects (Standard Campaign)
408-4529,48,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,True,0.7553736944035306,1,High,Emergency Retention Package,73.4,HIGH,At-Risk VIPs (Save Immediately)
417-5320,43,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0,False,0.7,1,Low,Starter Premium Features,35.88,MEDIUM,New Prospects (Gentle Approach)
370-9755,122,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,True,0.755499853674678,1,High,Emergency Retention Package,71.1,HIGH,At-Risk VIPs (Save Immediately)
372-4835,93,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
334-6605,85,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,False,0.35801000425710877,1,Low,Standard Upgrade Package,22.53,LOW,Regular Prospects (Standard Campaign)
399-5564,59,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,False,0.6065891497854956,1,High,Premium Support + Service Upgrade,45.98,HIGH,Problem Solvers (Fix Issues First)
392-2887,87,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1,False,0.3580454754520241,1,Low,Standard Upgrade Package,22.81,LOW,Regular Prospects (Standard Campaign)
328-2110,137,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
383-5976,21,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6,False,0.1,0,Low,Basic Service Review,0.57,MINIMAL,Low Priority (Minimal Contact)
332-6181,129,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,True,0.7580461840061766,1,High,Emergency Retention Package,98.08,HIGH,At-Risk VIPs (Save Immediately)
330-5255,104,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
413-5190,93,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,True,0.753795491433227,1,High,Emergency Retention Package,55.03,HIGH,At-Risk VIPs (Save Immediately)
394-7447,63,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4,True,0.7576101261027748,1,High,Emergency Retention Package,96.72,HIGH,At-Risk VIPs (Save Immediately)
353-7096,161,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
395-6002,50,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,False,0.6059837909818901,1,High,Premium Support + Service Upgrade,43.71,HIGH,Problem Solvers (Fix Issues First)
372-9816,103,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,False,0.3567646099556565,1,Low,Standard Upgrade Package,19.23,LOW,Regular Prospects (Standard Campaign)
400-7253,84,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,False,0.3564118226192729,1,Low,Standard Upgrade Package,19.05,LOW,Regular Prospects (Standard Campaign)
344-7470,92,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1,False,0.35898598031064066,1,Low,Standard Upgrade Package,24.63,LOW,Regular Prospects (Standard Campaign)
378-8572,77,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,False,0.35791559428253555,1,Low,Standard Upgrade Package,22.39,LOW,Regular Prospects (Standard Campaign)
345-9140,64,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,True,0.7590420992523095,1,High,Emergency Retention Package,111.95,HIGH,At-Risk VIPs (Save Immediately)
340-5460,159,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,False,0.3554998003743877,1,Low,Standard Upgrade Package,15.67,LOW,Regular Prospects (Standard Campaign)
369-8024,110,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1,True,0.7572547931359984,1,High,Emergency Retention Package,90.4,HIGH,At-Risk VIPs (Save Immediately)
395-8595,138,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17.0,4,4.59,3,False,0.6058149862810112,1,High,Premium Support + Service Upgrade,39.43,HIGH,Problem Solvers (Fix Issues First)
359-4587,178,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,False,0.3605238002734424,1,Low,Standard Upgrade Package,26.8,LOW,Regular Prospects (Standard Campaign)
375-5439,38,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,False,0.7,1,Low,Starter Premium Features,39.36,MEDIUM,New Prospects (Gentle Approach)
361-3779,50,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,False,0.3566509013407441,1,Low,Standard Upgrade Package,20.23,LOW,Regular Prospects (Standard Campaign)
375-8934,45,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1,False,0.3526801336706639,1,Low,Standard Upgrade Package,11.8,LOW,Regular Prospects (Standard Campaign)
395-4757,70,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,False,0.355455906614905,1,Low,Standard Upgrade Package,17.08,LOW,Regular Prospects (Standard Campaign)
421-7205,147,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,False,0.6089132945169914,1,High,Premium Support + Service Upgrade,55.83,HIGH,Problem Solvers (Fix Issues First)
379-8805,94,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,False,0.356600598831295,1,Low,Standard Upgrade Package,19.43,LOW,Regular Prospects (Standard Campaign)
348-2150,179,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
417-9128,116,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,False,0.3586824910166422,1,Low,Standard Upgrade Package,23.66,LOW,Regular Prospects (Standard Campaign)
351-4226,59,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,False,0.3577537896811377,1,Low,Standard Upgrade Package,22.52,LOW,Regular Prospects (Standard Campaign)
330-6630,165,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
